SOURCE	TARGET
فالجامعة.	فالجامعة.

أنا	انا
آسف	آسف
على	على
التأخر	التأخر
ديالي.	ديالي.

كبداية،	كبداية،
خاصني	خاصني
نقول	نقول
باللي	باللي
راني	راني
ماشي	ماشي
مختص	مختص
فالمجال،	فالمجال،
و	وما
ماكانمتل	كا نمثل
حتى	حتى
شي	شي
هيئة	هيئة
حكومية.	حكومية.
اللي	اللي
غادي	غادي
نتقاسم	نتقاسم
معاكم	معاكم
ماهو	ما هو
غير	غير
رأيي	رأيي
الشخصي.	الشخصي.
مع	مع
ذلك	ذلك
أنا	انا
مستعد	مستعد
نطلعكم	نطلعكم
على	على
وجهة	وجهة
نظري.	نظري.

ضيعتهم	ضيعتهم
البارح	البارح
فالعشية.	فالعشية.

بغيت	بغيت
ندير	ندير
اتصال	اتصال
للخارج .	للخارج.
عافاك	عافاك
واصلني	واصلني
مع	مع
الرقم	الرقم
تلاتة	ثلاثة
ربعة	اربعة
ستة	ستة
تلاتة	ثلاثة
تمنية	ثمانية
واحد	واحد
جوج	جوج
واحد	واحد
تلاتة	ثلاثة
تلاتة	ثلاثة
فطوكيو.	فطوكيو.

واحد	واحد
التذكرة	التذكرة
ذهاب	ذهاب
و إياب،	وإياب،
عافاك.	عافاك.

شحال	شحال
دالوقت	دالوقت
دلمشي	دالمشي
على	على
الأقدام	الاقدام
حتى	حتى
لسوهو؟	لسوهو؟

فين	فين
كاين	كاين
البرد	البرد
اكتر	اكثر
ففصل	ففصل
الشتاء،	الشتاء،
فاليابان	فاليابان
أو	او
استراليا؟	استراليا؟

ابقى	بقى
مرهون	مرهون
تما	ثما
بشي	بشي
قضية	قضية
عاجلة	عاجلة
ديال	ديال
آخر	آخر
دقيقة.	دقيقة.

واش	واش
هاد	هاد
الجلد	الجلد
نقي	نقي
مية	مية
فالمية؟	فالمية؟

واش	واش
يمكن	يمكن
لينا	لينا
ناكلو؟	ناكلوا؟

غادي	غادي
نديك	نديك
لتما.	لثما.

أنا	انا
متأكد	متأكد
باللي	باللي
اعطيتك	اعطيتك
ورقة	ورقة
ديال	ديال
خمسين	خمسين
دولار.	دولار.

أنا	انا
فرحان	فرحان
حيت	حيث
درتيه.	درتيه.
عافاك	عافاك
بلغ	بلغ
صداقتي	صداقتي
الحارة	الحارة
لعائلتك.	لعائلتك.

ماكرهتش،	ما كرهتش،
سمح	اسمح
ليا	لي
بلحاق	بالحق
خاصني	خاصني
ضروري	ضروري
نمشي.	نمشي.
غادي	غادي
يفوتني	يفوتني
القطار.	القطار.
عجبني	عجبني
بزاف	بزاف
نهضر	نهدر
معاك.	معاك.

اسمح	اسمح
لي،	لي،
أنا	انا
تالف.	تالف.
فين	فين
باب	باب
الخروج؟	الخروج؟

اشحال	شحال
هادي،	هادي،
كان	كان
يوم	يوم
كيحتفلو	كيحتفلوا
بيه	بيه
بحصاد	بحصاد
الأرز.	الارز.

المشي	المشي
كيضرني.	كيضرني.

واحد	واحد
سمكة	سمكة
المهرج	المهرج
الدهام	الدهام
تبعاتني.	تبعاتني.

اشنو	اشنو
اللي	اللي
ملفوف	ملفوف
فديك	فديك
الورقة	الورقة
البيضا؟	البيضا؟

اشحال	شحال
من	من
محطة	محطة
كاينة	كاينة
للحوض	للحوض
المائي؟	المائي؟

شوف	شوف
علامات	علامات
العكار،	العكار،
هوه؟	هوه؟

شحال	شحال
هادي	هادي
و هاد	وهاد
الشي	الشي
هاكدا؟	هاكدا؟

أنا	انا
آسف	آسف
ما	ما
استوعبتش	استوعبتش
باللي	باللي
انتا	انت
جاي	جاي
اليوم.	اليوم.

"كانسمع	"كنسمع
باللي	باللي
كلمة	كلمة
""رينغيشو""	""رينغيشو""
كتستخدم	كتستخدم
بزاف	بزاف
فاليابان.	فاليابان.
اشنو	اشنو
كاتعني؟"	كتعني؟"

واش	واش
تقدر	تقدر
عافاك	عافاك
تسلم	تسلم
هاد	هاد
الكسوة	الكسوة
للأوطيل	للاوطيل
ديالي	ديالي
من	من
بعد	بعد
ما	ما
تقصرها؟	تقصرها؟

واش	واش
هاد	هاد
الطوبيس	الطوبيس
غادي	غادي
لغرين	لغرين
بارك؟	بارك؟

بغيت	بغيت
ندير	ندير
الطلبية	الطلبية
للفطور.	للفطور.

يمكن	يمكن
ليك	ليك
عافاك	عافاك
تعطيني	تعطيني
جواز	جواز
السفر	السفر
مؤقت؟	مؤقت؟

واش	واش
كاتعرف	كتعرف
شي	شي
طبيب	طبيب
نساء	نساء
قريب	قريب
من	من
هنا؟	هنا؟

فين	فين
يمكن	يمكن
لي	لي
نشري	نشري
شي	شي
منتوجات	منتوجات
دالجلد	دالجلد
بثمن	بثمن
معقول؟	معقول؟

طبعا.	طبعا.
كاينة	كاينة
مجموعة	مجموعة
منها	منها
لهيها،	لهيها،
شفتي؟	شفتي؟
هاد	هاد
السيرة	السيرة
كاتباع	كتباع
بحال	بحال
الحلوة.	الحلوة.

لا.	لا.
بالكريما،	بالكريمة،
عافاك.	عافاك.

بغيت	بغيت
نحجز	نحجز
طاولة	طاولة
للعشا	للعشا
هاد	هاد
الليلة.	الليلة.

بغيت	بغيت
الكحول	الكحول
اللي	اللي
قابل	قابل
للاشتعال.	للاشتعال.

بغيت	بغيت
نأكد	نأكد
الحجز	الحجز
ديالي.	ديالي.

حدا	حدا
مكتب	مكتب
الخطوط	الخطوط
الجوية	الجوية
السينغافورية	السينغافورية
لهيها.	لهيها.

غادي	غادي
تسلم	تسلم
ليا	لي
هاد	هاد
الحاسوب	الحاسوب
الشخصي،	الشخصي،
ياك؟	ياك؟

عندك	عندك
عيون	عيون
زوينين.	زوينين.

اسمح	اسمح
ليا،	لي،
واش	واش
غادي	غادي
مابين	ما بين
الشارع	الشارع
التالت	الثالث
و السبعة	والسبعة
و عشرين؟	وعشرين؟

خصني	خصني
نمشي	نمشي
فحالي.	فحالي.

عافاك	عافاك
قول	قول
لي	لي
أسماء	أسماء
المطاعم	المطاعم
المزيانة.	المزيانة.

أوه،	اوه،
راه	راه
رائع	رائع
للغاية.	للغاية.
جا	جا
معاك	معاك
داك	داك
الشي	الشي
زوين.	زوين.

اشنو	اشنو
هي	هي
الوجهة	الوجهة
ديالك؟	ديالك؟

ضباط	ضباط
الشرطة.	الشرطة.
عندنا	عندنا
أمر	امر
بالتفتيش.	بالتفتيش.
افتح.	افتح.

بغيت	بغيت
جوج	جوج
تذاكر	تذاكر
للعرض	للعرض
ديال	ديال
التمنية	الثمانية
دالليل.	دالليل.

شكرا	شكرا
لك.	لك.
واش	واش
الجو	الجو
متقلب	متقلب
ديما	ديما
هاكدا	هاكدا
فلندن؟	فلندن؟

ماكايعجبنيش	ما كا يعجبنيش
هاد	هاد
النوع.	النوع.

اشمن	اشمن
طريق	طريق
لبرلين؟	لبرلين؟

القلادة	القلادة
ديالي	ديالي
تلفات.	تلفات.

غادي	غادي
نعيط	نعيط
لحارس	لحارس
البار.	البار.

واش	واش
هاد	هاد
رحلة	رحلة
الطيران	الطيران
غادية	غادية
في	في
الوقت؟	الوقت؟

نعم،	نعم،
غادي	غادي
نبقى	نبقى
عاقل.	عاقل.

حيت	حيث
غادي	غادي
نصايبو	نصايبه
بنفس	بنفس
الطريقة	الطريقة
د السلمون	دالسلمون
مونيير.	مونيير.

بغيت	بغيت
واحد	واحد
الاتصال	الاتصال
دلفياق،	دالفياق،
عافاك.	عافاك.

عافاك	عافاك
حطها	حطها
فالكيس.	فالكيس.

واش	واش
نجيب	نجيب
ليك	ليك
شي	شي
حاجة	حاجة
تشربها؟	تشربها؟

بعد	بعد
الإقلاع،	الاقلاع،
غادي	غادي
نهدر	نهدر
ليك	ليك
اكتر	اكثر
على	على
الخدمات	الخدمات
ديالنا	ديالنا
اليوم.	اليوم.
خلال	خلال
هاد	هاد
الوقت،	الوقت،
إدا	اذا
كانت	كانت
شي	شي
حاجة	حاجة
نقدرنديرها	نقدر نديرها
ليك	ليك
باش	باش
نخلي	نخلي
رحلتك	رحلتك
ممتعة،	ممتعة،
ما	ما
تترددش	تترددش
تطلبها	تطلبها
مني.	مني.

فكل	فكل
مرة	مرة
كنت	كنت
كنفشل	كنفشل
فيها،	فيها،
المرة	المرة
اللي	اللي
من	من
بعدها	بعدها
كننجح.	كننجح.

بشحال	بشحال
غادي	غادي
نصيفطو؟	نصيفطه؟

اشنو	اشنو
اللي	اللي
باين	باين
فالموضة	فالموضة
دابا؟	دابا؟

منين	منين
تسالي	تسالي
مع	مع
البوليس،	البوليس،
عاود	عاود
اتصل	اتصل
بيا	بي
باش	باش
نقدر	نقدر
نعطيك	نعطيك
أرقام	ارقام
آخرة	آخرة
تحتاج	تحتاج
ليها.	ليها.

شحال	شحال
ديال	ديال
الوقت	الوقت
خصنا	خصنا
باش	باش
نديرو	نديروا
هاد	هاد
العقد؟	العقد؟

كاس	كاس
شابلي.	شابلي.

كيف	كيف
ديما.	ديما.

عافاك	عافاك
صرف	اصرف
لي	لي
هاد	هاد
الفلوس	الفلوس
جنيهات.	جنيهات.

جيت	جيت
من	من
إسرائيل.	اسرائيل.

واش	واش
نقدرو	نقدروا
ناخدو	ناخذوا
سفافة؟	سفافة؟

كنضن	كنظن
باللي	باللي
راك	راك
فبلاصتي.	فبلاصتي.

فهاد	فهاد
الحالة	الحالة
ما	ما
غادي	غادي
يكونش	يكونش
عندي	عندي
بزاف	بزاف
دلوقت.	دلوقت.

واش	واش
عندك	عندك
شي	شي
واجب	واجب
تقوم	تقوم
بيه؟	بيه؟

ضربني.	ضربني.

اشنو	اشنو
بخصوص	بخصوص
التلاتاء؟	الثلاث؟

جيت	جيت
من	من
روسيا.	روسيا.

هاد	هاد
الفيلم	الفيلم
سريع	سريع
بزاف.	بزاف.
نقدر	نقدر
نخرجو؟	نخرجه؟

هاداك	هاداك
الطلب	الطلب
ديالشلادة	ديال شلادة
الكرنب	الكرنب
باش	باش
نديه،	نديه،
عافاك.	عافاك.

كنعتدرو،	كنعتذروا،
بلحاق	بالحق
خصنا	خصنا
نمشيو	نمشيوا
دابا.	دابا.

واش	واش
هاد	هاد
التفسير	التفسير
معطي	معطي
بالإنجليزية؟	بالانجليزية؟

واش	واش
هادي	هادي
هي	هي
كاسكاد	كاسكاد
ليميتيد؟	ليميتيد؟

شحال	شحال
القياس	القياس
بالسنتمتر؟	بالسونتيمتر؟

واش	واش
ممكن	ممكن
شراء	شراء
ربع	اربعة
رطل	رطل
ديا	ديال
اللحم؟	اللحم؟

درت	درت
الكاراطي	الكاراطي
منين	منين
كنت	كنت
فالمدرسة.	فالمدرسة.

أوه-آه.	اوه-آه.
غادي	غادي
يستغرق	يستغرق
خمسة	خمسة
دقايق.	دقايق.

غادي	غادي
نوصل	نوصل
جوايه	جواية
الساعة	الساعة
السبعة	السبعة
ديال	ديال
العشية.	العشية.

لسوء	لسوء
الحظ،	الحظ،
الغرف	الغرف
الفردية	الفردية
كلها	كلها
محجوزة.	محجوزة.
بلحاق	بالحق
باقي	باقي
لينا	لينا
شي	شي
غرف	غرف
مزدوجة.	مزدوجة.

عندك	عندك
واحد	واحد
دانهيل؟	دانهيل؟

عاد	عاد
وصلت	وصلت
دابا	دابا
نلمطار.	للماطار.

تبغي	تبغي
تقترح	تقترح
عليا	علي
شي	شي
بلايص	بلايص
نزورها	نزورها
فنهار	فنهار
واحد؟	واحد؟

بغيت	بغيت
نشوف	نشوف
ديك	ديك
البلوزة.	البلوزة.

درت	درت
واحد	واحد
الغلط.	الغلط.
يمكن	يمكن
لي	لي
ناخد	ناخذ
واحد	واحد
آخر؟	آخر؟

فيناهوما	فين هوما
الكتب	الكتب
المصورة؟	المصورة؟

عادة	عادتا
هو	هو
خمسة	خمسة
وتلاتين	وثلاثين
دولار	دولار
بلحاق	بالحق
اليوم	اليوم
كاين	كاين
تخفيض	تخفيض
ديال	ديال
خمسة	خمسة
وعشرين	وعشرين
فالمية	فالمية
إذن	اذن
هو	هو
غير	غير
ستة	ستة
وعشرين	وعشرين
دولار	دولار
وخمسة	وخمسة
وعشرين	وعشرين
سنت.	سنت.

بغيت	بغيت
نلعب	نلعب
التنس	التنس
مع	مع
شي	شي
واحد.	واحد.

نعم.	نعم.
هادو	هادو
هوما	هوما
الألوان	الالوان
اللي	اللي
دارجين	دارجين
على	على
الموضة.	الموضة.

يمكن	يمكن
ليك	ليك
تعطيني	تعطيني
طبق	طبق
آخر	آخر
من	من
هادي؟	هادي؟

واخا	وخا
بلحاق	بالحق
كاس	كاس
واحد	واحد
لاغير.	لا غير.

تقدر	تقدر
توصي	توصي
على	على
شي	شي
خمرة	خمرة
ازوينة؟	زوينة؟

اخسارة	خسارة
غادي	غادي
يتلغى،	يتلغى،
بلحاق	بالحق
ما	ما
عندنا	عندنا
ما	ما
نديرو.	نديره.

هادا	هادا
هو	هو
الراجل.	الراجل.

يمكن	يمكن
ليا	لي
ناخد	ناخذ
هادي	هادي
معايا	معاي
دابا؟	دابا؟

هادي	هادي
حاجتي	حاجتي
المفضلة.	المفضلة.
نتمنى	نتمنى
تعجبك.	تعجبك.

يمكن	يمكن
ليك	ليك
ترشدني	ترشدني
لشي	لشي
مطعم	مطعم
زوين	زوين
قريب	قريب
من	من
هنا؟	هنا؟

جات	جات
مية	مية
وخمسة	وخمسة
وعشرين	وعشرين
دولار،	دولار،
أللا.	اللا.

كاين	كاين
فهاد	فهاد
الجوايه	الجواية
شي	شي
مطعم	مطعم
مزيان	مزيان
والمنظر	والمنظر
فيه	فيه
زوين؟	زوين؟

بغيت	بغيت
نحصل	نحصل
على	على
شي	شي
وظيفة	وظيفة
مع	مع
الحكومة.	الحكومة.

واش	واش
هاد	هاد
القطار	القطار
كيمشي	كيمشي
نيشان	نيشان
لسياتل؟	لسياتل؟

خمسطاش	خمستعش
يوليوز.	يوليوز.

وقتاش	وقتاش
المجموعة	المجموعة
الاولى؟	الاولى؟

كيحتوي	كيحتوي
على	على
مجموعة	مجموعة
ازوينة	زوينة
من	من
البرونز.	البرونز.

فين	فين
كتحس	كتحس
بالوجع؟	بالوجع؟

اشنو	اشنو
اللي	اللي
رخيص	رخيص
ومزيان؟	ومزيان؟

مع	مع
السلامة.	السلامة.

شحال	شحال
كيسواو؟	كيسواوا؟
يمكن	يمكن
ليك	ليك
تكتب	تكتب
التمن	الثمن
على	على
هاد	هاد
الورقة؟	الورقة؟

واش	واش
هاد	هاد
الطوموبيلة	الطوموبيلة
غادية	غادية
لشيكاغو؟	لشيكاغو؟

ماكايعجبونيش.	ما كا يعجبونيش.
عافاك	عافاك
ما	ما
تحط	تحط
حتى	حتى
شطونة	شطونة
فداك	فداك
الشي.	الشي.

واخا.	وخا.
كيبان	كيبان
ممتع.	ممتع.
يناسبك	يناسبك
السبت	السبت
مع	مع
الجوج؟	الجوج؟

متأسف،	متأسف،
الأوطيل	الاوطيل
عامر	عامر
هاد	هاد
الليلة.	الليلة.

فيناهو	فين هو
فهاد	فهاد
الخريطة؟	الخريطة؟

تمتع	تمتع
بوقتك.	بوقتك.

غادي	غادي
نسبقو	نسبقوا
نركبو	نركبوا
الدراري	الدراري
الصغار،	الصغار،
الأشخاص	الاشخاص
اللي	اللي
محتاجين	محتاجين
للمساعدة	للمساعدة
والمسافرين	والمسافرين
ديال	ديال
الدرجة	الدرجة
الأولى.	الاولى.

بالطبع،	بالطبع،
ها هو.	هاهو.

واش	واش
كاين	كاين
شي	شي
رحلات	رحلات
لديور	لديور
المشاهير؟	المشاهير؟

وجع	وجع
الاسنان	الاسنان
راه	راه
